Customer_ID,Name,Segment,Total_Balance,Silent_Churn_Risk_Index,Risk_Band,Primary_Risk_Reason,Secondary_Risk_Reason,Why_At_Risk,Risk_Archetype,Recommended_Action,Dim1_Value,Dim2_Outflow,Dim3_Digital,Dim4_Service,Dim5_Credit,Dim6_Data_Confidence
CUST_06466,Rahul Agarwal,Privileged,59826.84,56.26,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 18/25); Service friction (2 complaints, CSAT: 4.0); Credit stress (Max DPD: 75.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,11.66,17.88,7.01,13.76,5.95,0.0
CUST_06467,Kavya Kulkarni,Mass Retail,13937.29,40.33,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 10.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.57,10.54,8.03,10.85,5.34,0.0
CUST_06468,Manish Nair,Mass Retail,6929.6,34.9,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.7,10.99,6.63,11.62,1.96,0.0
CUST_06469,Divya Patel,Mass Retail,55922.87,39.86,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.64,14.62,4.44,11.2,1.96,0.0
CUST_06470,Ravi Patel,Mass Retail,161250.5,39.43,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 18/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,10.51,18.02,3.84,5.1,1.96,0.0
CUST_06471,Divya Gupta,Mass Retail,8053.45,37.36,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.91,12.8,6.9,11.79,1.96,0.0
CUST_06472,Neha Mehta,Mass Retail,57895.1,56.72,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 4.0); Credit stress (Max DPD: 16.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.2,14.38,13.92,13.54,5.68,0.0
CUST_06473,Ishita Patel,Mass Retail,22243.11,47.4,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 17/20); Credit stress (Max DPD: 14.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,7.84,12.13,16.75,5.1,5.58,0.0
CUST_06474,Nandini Nair,Mass Retail,126985.3,50.02,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,10.07,16.76,15.3,5.1,1.96,0.83
CUST_06475,Rohan Mehta,Mass Retail,15008.48,42.37,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.45,10.97,15.6,5.1,4.25,0.0
CUST_06476,Aditya Desai,Mass Retail,170704.2,48.08,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,10.58,12.82,14.96,5.1,4.62,0.0
CUST_06477,Yash Choudhary,Mass Retail,3378.93,37.8,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 13/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.94,8.21,13.3,11.39,1.96,0.0
CUST_06478,Neha Nair,Privileged,50738.21,37.58,Moderate,HIGH_RECENT_OUTFLOW,CREDIT_STRESS,High recent debit outflow (score: 16/25); Credit stress (Max DPD: 12.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,10.61,15.55,0.84,5.1,5.48,0.0
CUST_06479,Sneha Menon,Mass Retail,13264.01,30.34,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,5.47,9.35,4.68,5.1,4.91,0.83
CUST_06480,Mohan Joshi,Mass Retail,10517.41,44.77,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 2.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.3,11.03,14.59,12.89,1.96,0.0
CUST_06481,Raj Verma,Mass Retail,27709.25,46.15,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.18,11.6,14.69,11.72,1.96,0.0
CUST_06482,Srinivas Patel,Mass Retail,10339.98,35.4,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,5.78,8.83,4.87,11.15,4.77,0.0
CUST_06483,Divya Reddy,Privileged,36159.7,57.27,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (3 complaints, CSAT: 3.67)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.15,14.49,15.68,15.99,1.96,0.0
CUST_06484,Aditi Verma,Mass Retail,9338.18,41.81,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 13.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.62,14.36,5.44,10.85,5.54,0.0
CUST_06485,Sneha Bose,Privileged,29942.43,53.89,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.76,14.27,16.44,12.46,1.96,0.0
CUST_06486,Riya Mehta,Mass Retail,24681.29,48.54,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.3,14.69,16.17,5.1,4.45,0.83
CUST_06487,Dev Verma,Privileged,214892.77,45.7,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 12.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,13.22,13.1,3.03,10.87,5.48,0.0
CUST_06488,Aditya Naidu,Mass Retail,14183.64,37.69,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,5.45,14.66,4.6,11.02,1.96,0.0
CUST_06489,Srinivas Mishra,Wealth,184741.61,47.52,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,14.25,10.55,15.66,5.1,1.96,0.0
CUST_06490,Nandini Menon,Mass Retail,5948.07,33.22,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.52,8.94,6.33,11.64,1.96,0.83
CUST_06491,Sanjay Bose,Privileged,67607.82,45.85,Moderate,RECENT_SERVICE_FRICTION,HIGH_COMPLAINT_FREQUENCY,"Service friction (4 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,11.12,10.18,5.69,14.24,4.62,0.0
CUST_06492,Divya Menon,Mass Retail,45830.41,48.51,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.85,17.17,16.43,5.1,1.96,0.0
CUST_06493,Karan Verma,Mass Retail,50142.01,44.05,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.44,9.08,15.32,10.25,1.96,0.0
CUST_06494,Vikas Sharma,Privileged,226955.58,32.58,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,11.93,6.1,7.49,5.1,1.96,0.0
CUST_06495,Rakesh Menon,Mass Retail,80004.11,48.28,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 17.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,10.33,11.25,15.89,5.1,5.71,0.0
CUST_06496,Gaurav Desai,Mass Retail,46555.33,33.18,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.29,10.72,2.05,11.16,1.96,0.0
CUST_06497,Karan Kumar,Mass Retail,75695.98,55.18,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.16,14.92,15.34,14.8,1.96,0.0
CUST_06498,Arvind Kumar,Mass Retail,5673.23,39.99,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,4.2,11.1,15.34,5.1,4.25,0.0
CUST_06499,Shreya Singh,Privileged,288014.04,50.25,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 15/25); Service friction (4 complaints, CSAT: 3.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,13.31,15.09,5.2,14.69,1.96,0.0
CUST_06500,Sanjay Rao,Mass Retail,53059.96,33.55,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.54,10.78,4.76,8.51,1.96,0.0
CUST_06501,Mohan Menon,Mass Retail,86088.57,32.72,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 16.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,9.08,10.88,1.98,5.1,5.68,0.0
CUST_06502,Ishita Gupta,Wealth,1642462.57,54.4,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 15/25); Service friction (3 complaints, CSAT: 3.67); High-value customer (Balance: ₹1,642,463)",A: High Value + Multi-Signal Risk,Priority RM outreach within 48 hours; personalized retention offer; fee waiver review,15.11,15.12,6.45,14.09,1.96,1.67
CUST_06503,Karan Reddy,Mass Retail,131502.35,51.81,High,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.92,13.0,15.95,11.98,1.96,0.0
CUST_06504,Divya Singh,Mass Retail,8829.72,30.04,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 23.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,4.79,12.93,0.55,5.1,5.84,0.83
CUST_06505,Nikhil Choudhary,Privileged,224189.06,44.68,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 17/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,13.26,17.38,4.17,5.1,4.77,0.0
CUST_06506,Arvind Reddy,Mass Retail,39594.24,56.72,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 3.0); Credit stress (Max DPD: 8.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.88,14.05,15.62,13.02,5.15,0.0
CUST_06507,Kiran Agarwal,Mass Retail,1712.64,42.73,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 18/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,2.64,17.78,15.25,5.1,1.96,0.0
CUST_06508,Sahil Mishra,Mass Retail,9568.28,37.75,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 16/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,4.76,16.06,4.58,10.39,1.96,0.0
CUST_06509,Rohan Menon,Wealth,523117.68,45.01,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,14.22,8.34,8.33,11.33,1.96,0.83
CUST_06510,Neha Agarwal,Mass Retail,9791.62,34.98,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,4.19,10.76,5.23,12.84,1.96,0.0
CUST_06511,Akash Mishra,Privileged,106577.41,37.74,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 17/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,11.05,17.06,2.57,5.1,1.96,0.0
CUST_06512,Pranav Mehta,Mass Retail,23168.91,58.9,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 17/20); Service friction (2 complaints, CSAT: 1.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.63,16.55,16.72,16.04,1.96,0.0
CUST_06513,Arjun Joshi,Privileged,140482.22,50.83,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 13/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.39,10.38,13.48,13.62,1.96,0.0
CUST_06514,Ravi Kulkarni,Mass Retail,49879.79,36.77,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,7.43,10.06,4.59,12.73,1.96,0.0
CUST_06515,Ishita Patel,Mass Retail,10063.99,30.31,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.84,12.7,5.71,5.1,1.96,0.0
CUST_06516,Vikas Patel,Mass Retail,18634.91,44.38,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.12,13.5,15.21,5.1,4.45,0.0
CUST_06517,Kiran Bose,Mass Retail,9666.04,25.16,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.17,8.3,5.63,5.1,1.96,0.0
CUST_06518,Srinivas Reddy,Mass Retail,11438.96,41.06,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 8.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.2,9.91,15.7,5.1,5.15,0.0
CUST_06519,Ananya Menon,Mass Retail,17014.67,46.46,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (3 complaints, CSAT: 2.67)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.19,8.17,15.34,15.8,1.96,0.0
CUST_06520,Rahul Sharma,Mass Retail,739.97,31.05,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.0,13.65,3.85,5.1,4.45,0.0
CUST_06521,Srinivas Mehta,Mass Retail,23736.25,39.78,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,"Service friction (2 complaints, CSAT: 3.5); Credit stress (Max DPD: 10.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,6.62,8.25,6.44,13.13,5.34,0.0
CUST_06522,Nandini Rao,Privileged,1647951.16,43.15,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,12.71,9.59,13.79,5.1,1.96,0.0
CUST_06523,Lakshmi Kulkarni,Wealth,307892.31,55.05,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 17/20); Service friction (1 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,13.95,8.56,16.74,13.84,1.96,0.0
CUST_06524,Neha Sharma,Mass Retail,72393.08,36.07,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.1,8.09,8.12,9.8,1.96,0.0
CUST_06525,Manish Mishra,Wealth,124009.08,58.16,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,14.4,17.46,13.85,8.2,4.25,0.0
CUST_06526,Varun Verma,Mass Retail,158650.14,57.75,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 4.0); Credit stress (Max DPD: 22.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.08,14.63,13.89,12.33,5.82,0.0
CUST_06527,Srinivas Iyer,Mass Retail,5159.8,32.51,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.09,11.39,7.02,5.1,4.91,0.0
CUST_06528,Aarav Menon,Mass Retail,6915.26,25.36,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.44,10.72,1.06,5.1,4.04,0.0
CUST_06529,Arvind Patel,Mass Retail,6462.08,37.14,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,3.61,12.51,13.96,5.1,1.96,0.0
CUST_06530,Arjun Rao,Mass Retail,60234.01,47.48,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 16/25); Service friction (4 complaints, CSAT: 4.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,8.37,16.05,7.35,12.92,1.96,0.83
CUST_06531,Arjun Choudhary,Privileged,99069.18,48.7,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 15/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,11.7,15.21,6.43,11.32,4.04,0.0
CUST_06532,Arjun Naidu,Mass Retail,110640.97,45.12,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (1 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,10.21,9.71,5.84,14.59,4.77,0.0
CUST_06533,Deepa Iyer,Mass Retail,19338.22,51.07,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 2.0); Credit stress (Max DPD: 13.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.94,7.99,16.47,14.13,5.54,0.0
CUST_06534,Mohan Kulkarni,Mass Retail,12885.63,41.06,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.68,8.86,14.41,11.15,1.96,0.0
CUST_06535,Mohan Mehta,Mass Retail,12761.46,30.5,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,6.0,14.72,0.64,5.1,4.04,0.0
CUST_06536,Meera Desai,Mass Retail,787919.88,56.99,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 43.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,12.84,14.01,16.01,8.2,5.93,0.0
CUST_06537,Deepa Mishra,Mass Retail,1203.7,26.16,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,2.56,10.61,1.22,9.81,1.96,0.0
CUST_06538,Meera Desai,Mass Retail,35251.46,44.68,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.3,16.08,14.24,5.1,1.96,0.0
CUST_06539,Kavya Naidu,Privileged,163024.54,39.03,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 17/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,12.18,16.76,3.03,5.1,1.96,0.0
CUST_06540,Pranav Menon,Mass Retail,3510.65,42.35,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,3.72,12.69,15.93,5.1,4.91,0.0
CUST_06541,Rakesh Naidu,Mass Retail,12438.1,46.26,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.35,8.04,16.12,12.3,4.45,0.0
CUST_06542,Vikas Menon,Mass Retail,72846.6,47.03,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,8.1,15.51,16.36,5.1,1.96,0.0
CUST_06543,Pranav Desai,Mass Retail,47625.38,51.28,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,9.29,16.65,14.31,9.07,1.96,0.0
CUST_06544,Aditya Menon,Wealth,177097.85,59.79,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 18/25); Service friction (1 complaints, CSAT: 2.0); Credit stress (Max DPD: 9.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,14.22,17.67,7.85,13.96,5.26,0.83
CUST_06545,Charan Menon,Mass Retail,12033.65,51.82,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.04,13.24,16.27,12.02,4.25,0.0
CUST_06546,Pooja Kulkarni,Mass Retail,28174.43,46.34,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (3 complaints, CSAT: 3.33)",F: No Dominant Archetype,Standard monitoring; no immediate action required,6.82,17.47,6.9,13.19,1.96,0.0
CUST_06547,Varun Joshi,Mass Retail,9501.07,46.63,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.75,12.87,14.82,12.23,1.96,0.0
CUST_06548,Priya Nair,Mass Retail,38319.8,32.05,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,6.88,11.14,5.3,5.1,1.96,1.67
CUST_06549,Ravi Choudhary,Mass Retail,8548.65,49.04,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 15/25); Declining digital engagement (score: 13/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.75,15.19,13.3,13.84,1.96,0.0
CUST_06550,Harish Verma,Privileged,48913.85,53.33,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.55,13.2,15.42,12.2,1.96,0.0
CUST_06551,Rakesh Iyer,Wealth,66598.27,52.64,High,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (1 complaints, CSAT: 2.0); Credit stress (Max DPD: 16.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,12.89,14.05,6.58,13.44,5.68,0.0
CUST_06552,Rakesh Naidu,Mass Retail,10225.28,36.55,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 13/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,4.26,11.86,13.37,5.1,1.96,0.0
CUST_06553,Divya Menon,Mass Retail,54680.72,45.86,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,"Service friction (2 complaints, CSAT: 3.5); Credit stress (Max DPD: 17.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,9.7,11.8,6.38,12.27,5.71,0.0
CUST_06554,Priya Agarwal,Mass Retail,9192.5,47.46,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 23.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.6,14.69,16.23,5.1,5.84,0.0
CUST_06555,Kavya Sharma,Privileged,55065.56,39.93,Moderate,HIGH_RECENT_OUTFLOW,CREDIT_STRESS,High recent debit outflow (score: 16/25); Credit stress (Max DPD: 8.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,10.76,15.76,3.16,5.1,5.15,0.0
CUST_06556,Manish Sharma,Privileged,28687.19,46.33,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 15/25); Service friction (2 complaints, CSAT: 2.5); Credit stress (Max DPD: 19.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,9.42,15.12,1.61,14.41,5.77,0.0
CUST_06557,Dev Kumar,Mass Retail,86069.38,36.55,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 16/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,8.33,15.7,5.46,5.1,1.96,0.0
