Customer_ID,Name,Segment,KYC_Status,Primary_Branch,Primary_RM,Total_Balance,Account_Count,Total_Credit,Total_Debit,Transaction_Count,Days_Since_Last_Transaction,Loan_Count,Total_Loan_Amount,Max_DPD,Has_NPA,Complaint_Count,Recent_Complaint_Count,Average_CSAT,Average_Resolution_TAT,Session_Count,Recent_Session_Count,Days_Since_Last_Login,Silent_Churn_Risk_Index,Risk_Band,Primary_Risk_Reason,Secondary_Risk_Reason,Risk_Archetype,Why_At_Risk,Recommended_Action,Dim1_Value,Dim2_Outflow,Dim3_Digital,Dim4_Service,Dim5_Credit,Dim6_Data_Confidence,Is_High_Value,Is_At_Risk,Is_High_Value_At_Risk
CUST_04858,Lakshmi Mishra,Mass Retail,Completed,BR005,RM_034,67756.5,1,71729.64,93704.34,14,123,0.0,0.0,,,3.0,0.0,2.67,7.33,17,1,58,48.61,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 16/25); Service friction (3 complaints, CSAT: 2.67)",Standard monitoring; no immediate action required,7.98,16.36,6.88,15.43,1.96,0.0,False,False,False
CUST_04859,Shreya Kulkarni,Mass Retail,Completed,BR030,RM_067,8388.26,1,37204.23,80726.65,9,54,0.0,0.0,,,1.0,0.0,4.0,8.0,12,0,130,46.91,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,C: Digital Decline + Service Friction,Declining digital engagement (score: 15/20),Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.97,14.82,14.54,11.62,1.96,0.0,False,False,False
CUST_04860,Gaurav Choudhary,Mass Retail,Completed,BR003,RM_099,31719.55,1,30041.79,7612.9,10,246,0.0,0.0,,,2.0,0.0,3.5,3.0,14,1,72,36.17,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (2 complaints, CSAT: 3.5)",Standard monitoring; no immediate action required,6.49,8.48,6.72,12.52,1.96,0.0,False,False,False
CUST_04861,Kavya Mehta,Mass Retail,Completed,BR009,RM_083,2223.2,1,28871.67,52830.75,12,242,0.0,0.0,,,2.0,0.0,4.5,2.5,12,1,79,36.42,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,2.73,14.27,6.71,10.75,1.96,0.0,False,False,False
CUST_04862,Aditi Kulkarni,Mass Retail,Completed,BR027,RM_003,40870.46,2,67812.09,43986.57,21,36,0.0,0.0,,,1.0,0.0,1.0,6.0,19,1,85,44.41,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,F: No Dominant Archetype,"Service friction (1 complaints, CSAT: 1.0)",Standard monitoring; no immediate action required,7.6,13.31,8.12,13.42,1.96,0.0,False,False,False
CUST_04863,Vivek Joshi,Mass Retail,Completed,BR001,RM_076,18890.09,1,10349.85,50294.77,11,103,0.0,0.0,,,6.0,0.0,3.5,4.17,12,1,84,42.36,Moderate,RECENT_SERVICE_FRICTION,HIGH_COMPLAINT_FREQUENCY,F: No Dominant Archetype,"Service friction (6 complaints, CSAT: 3.5)",Standard monitoring; no immediate action required,5.39,14.07,6.92,14.02,1.96,0.0,False,False,False
CUST_04864,Aarav Choudhary,Mass Retail,Pending,BR040,RM_065,15397.67,1,34687.15,30177.43,11,113,3.0,3302299.6,25.0,N,0.0,0.0,,,17,0,147,45.74,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,D: Credit Stress Driven Risk,Declining digital engagement (score: 15/20); Credit stress (Max DPD: 25.0),Branch credit review; restructuring eligibility check; RM counseling,7.26,11.77,14.92,5.1,5.86,0.83,False,False,False
CUST_04865,Neha Gupta,Mass Retail,Completed,BR037,RM_045,67277.4,3,121122.06,93034.85,31,341,0.0,0.0,,,0.0,0.0,,,13,0,116,46.7,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 16/25); Declining digital engagement (score: 14/20),Standard monitoring; no immediate action required,9.16,16.33,14.15,5.1,1.96,0.0,False,False,False
CUST_04866,Ananya Iyer,Mass Retail,Failed,BR009,RM_008,978.03,1,8855.2,3142.86,4,28,0.0,0.0,,,1.0,0.0,1.0,9.0,20,3,43,29.44,Low,RECENT_SERVICE_FRICTION,LOW_CSAT,F: No Dominant Archetype,"Service friction (1 complaints, CSAT: 1.0)",Standard monitoring; no immediate action required,2.53,7.64,1.58,14.06,1.96,1.67,False,False,False
CUST_04867,Sahil Reddy,Privileged,Completed,BR031,RM_081,62425.83,1,35859.81,7002138.22,18,111,0.0,0.0,,,3.0,0.0,3.33,4.0,17,1,28,48.6,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 18/25); Service friction (3 complaints, CSAT: 3.33)",Standard monitoring; no immediate action required,10.23,17.8,4.88,13.73,1.96,0.0,False,False,False
CUST_04868,Yash Rao,Mass Retail,Completed,BR049,RM_065,47650.2,1,56404.01,29929.29,11,29,0.0,0.0,,,0.0,0.0,,,10,0,135,36.75,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 15/20),Standard monitoring; no immediate action required,7.34,7.69,14.66,5.1,1.96,0.0,False,False,False
CUST_04869,Pranav Bose,Mass Retail,Completed,BR044,RM_095,2451.76,1,65261.46,17621.3,17,163,1.0,7613509.96,28.0,N,0.0,0.0,,,13,0,262,40.63,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,D: Credit Stress Driven Risk,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 28.0),Branch credit review; restructuring eligibility check; RM counseling,3.52,9.88,16.24,5.1,5.89,0.0,False,False,False
CUST_04870,Meera Iyer,Privileged,Completed,BR036,RM_092,140191.7,1,24701.0,64323.67,14,208,0.0,0.0,,,1.0,0.0,3.0,43.0,16,0,126,56.75,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 15/25); Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 3.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.39,15.11,14.44,13.85,1.96,0.0,False,True,False
CUST_04871,Rakesh Singh,Mass Retail,Completed,BR029,RM_046,211828.89,2,71799.58,29196.09,22,196,0.0,0.0,,,0.0,0.0,,,18,1,81,36.71,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,10.05,11.64,7.96,5.1,1.96,0.0,False,False,False
CUST_04872,Nandini Iyer,Mass Retail,Completed,BR023,RM_023,21405.24,2,44944.78,72852.58,21,198,0.0,0.0,,,0.0,0.0,,,17,2,57,32.22,Moderate,HIGH_RECENT_OUTFLOW,,B: High Outflow + Weak Supporting Evidence,High recent debit outflow (score: 16/25),Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,6.25,15.57,3.34,5.1,1.96,0.0,False,False,False
CUST_04873,Harish Naidu,Privileged,Completed,BR028,RM_052,78857.16,3,113370.63,56610.22,32,44,1.0,1200151.9,47.0,N,1.0,0.0,3.0,4.0,17,1,82,49.69,Moderate,CREDIT_STRESS,,D: Credit Stress Driven Risk,Credit stress (Max DPD: 47.0),Branch credit review; restructuring eligibility check; RM counseling,12.56,11.27,8.0,11.93,5.93,0.0,False,False,False
CUST_04874,Divya Desai,Privileged,Completed,BR030,RM_044,470272.94,2,63026.71,34750.33,20,41,0.0,0.0,,,0.0,0.0,,,12,0,91,42.71,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 13/20),Standard monitoring; no immediate action required,12.97,9.38,13.3,5.1,1.96,0.0,False,False,False
CUST_04875,Sahil Kumar,Privileged,Completed,BR008,RM_068,85338.82,1,47623.79,35368.1,8,239,0.0,0.0,,,1.0,0.0,4.0,4.0,11,0,124,50.1,High,DIGITAL_ENGAGEMENT_DECLINE,,C: Digital Decline + Service Friction,Declining digital engagement (score: 14/20),Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.72,12.49,14.39,10.54,1.96,0.0,False,True,False
CUST_04876,Sneha Gupta,Privileged,Completed,BR004,RM_041,289988.02,1,47003.47,4933732.1,13,306,0.0,0.0,,,0.0,0.0,,,10,1,34,40.54,Moderate,HIGH_RECENT_OUTFLOW,,B: High Outflow + Weak Supporting Evidence,High recent debit outflow (score: 18/25),Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,12.11,17.61,3.76,5.1,1.96,0.0,False,False,False
CUST_04877,Sahil Sharma,Mass Retail,Completed,BR003,RM_061,1357.55,1,26973.09,28989.0,14,161,0.0,0.0,,,0.0,0.0,,,27,4,45,22.94,Low,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,2.59,11.6,1.69,5.1,1.96,0.0,False,False,False
CUST_04878,Sahil Patel,Mass Retail,Pending,BR017,RM_044,6026.59,1,14446.87,16030.68,5,401,0.0,0.0,,,1.0,0.0,3.0,14.0,14,1,45,34.79,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (1 complaints, CSAT: 3.0)",Standard monitoring; no immediate action required,3.53,9.64,5.24,13.59,1.96,0.83,False,False,False
CUST_04879,Gaurav Menon,Mass Retail,Pending,BR016,RM_052,8575.62,1,21545.55,30173.34,11,86,0.0,0.0,,,3.0,0.0,5.0,22.67,12,1,45,31.64,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (3 complaints, CSAT: 5.0)",Standard monitoring; no immediate action required,4.0,7.73,4.92,12.2,1.96,0.83,False,False,False
CUST_04880,Lakshmi Reddy,Privileged,Failed,BR042,RM_067,14552.33,1,28489.42,12641.85,5,285,0.0,0.0,,,0.0,0.0,,,19,0,208,40.97,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 16/20),Standard monitoring; no immediate action required,7.29,9.12,15.83,5.1,1.96,1.67,False,False,False
CUST_04881,Karan Verma,Privileged,Completed,BR031,RM_040,72886.71,2,60502.33,4066260.81,22,143,0.0,0.0,,,0.0,0.0,,,8,0,451,52.37,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 18/25); Declining digital engagement (score: 17/20),Standard monitoring; no immediate action required,11.1,17.51,16.7,5.1,1.96,0.0,False,True,False
CUST_04882,Pranav Kumar,Mass Retail,Failed,BR031,RM_022,24162.14,1,92519.59,39506.12,19,63,1.0,2247064.48,2.0,N,1.0,0.0,4.0,4.0,12,1,54,41.2,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,6.66,12.61,5.47,10.54,4.25,1.67,False,False,False
CUST_04883,Dev Desai,Mass Retail,Completed,BR007,RM_077,81844.88,1,53075.01,14438.74,10,575,1.0,122462.76,2.0,N,1.0,0.0,5.0,1.0,15,2,84,34.55,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,9.02,9.41,4.4,7.47,4.25,0.0,False,False,False
CUST_04884,Lakshmi Iyer,Mass Retail,Completed,BR014,RM_070,55625.25,1,3790.31,10097.99,4,350,0.0,0.0,,,2.0,0.0,3.5,5.5,17,0,170,47.0,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 3.5)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.63,8.79,15.34,13.28,1.96,0.0,False,False,False
CUST_04885,Ishita Agarwal,Mass Retail,Completed,BR049,RM_053,16727.86,1,30096.54,13779.9,8,39,0.0,0.0,,,1.0,0.0,4.0,12.0,12,0,128,42.26,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 4.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.16,8.56,14.49,12.09,1.96,0.0,False,False,False
CUST_04886,Rohan Mehta,Wealth,Completed,BR015,RM_040,122979.21,2,63378.39,80415.23,18,61,0.0,0.0,,,1.0,0.0,3.0,2.0,13,1,78,46.72,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,13.64,12.75,6.98,11.39,1.96,0.0,True,False,False
CUST_04887,Divya Reddy,Mass Retail,Completed,BR018,RM_055,5415.51,1,60660.25,54622.37,10,162,0.0,0.0,,,2.0,0.0,4.0,2.5,20,1,39,37.35,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,3.4,14.41,6.01,11.57,1.96,0.0,False,False,False
CUST_04888,Sanjay Mishra,Mass Retail,Completed,BR026,RM_031,15639.65,2,78059.69,179705.17,30,73,0.0,0.0,,,0.0,0.0,,,19,0,330,46.2,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 17/25); Declining digital engagement (score: 17/20),Standard monitoring; no immediate action required,5.63,16.99,16.52,5.1,1.96,0.0,False,False,False
CUST_04889,Vivek Joshi,Mass Retail,Pending,BR043,RM_080,64743.94,1,35855.12,58645.91,15,41,1.0,2349561.86,2.0,N,2.0,0.0,4.0,5.5,17,0,293,57.93,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 15/25); Declining digital engagement (score: 16/20); Service friction (2 complaints, CSAT: 4.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.64,15.35,16.4,12.46,4.25,0.83,False,True,False
CUST_04890,Rahul Reddy,Mass Retail,Completed,BR010,RM_094,16830.09,1,43420.66,105062.83,10,1214,0.0,0.0,,,3.0,0.0,4.0,6.0,19,1,90,45.4,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 17/25); Service friction (3 complaints, CSAT: 4.0)",Standard monitoring; no immediate action required,5.17,16.6,8.33,13.34,1.96,0.0,False,False,False
CUST_04891,Gaurav Menon,Mass Retail,Completed,BR032,RM_093,7396.37,1,52977.74,89045.76,16,95,0.0,0.0,,,0.0,0.0,,,16,0,309,43.51,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 16/25); Declining digital engagement (score: 16/20),Standard monitoring; no immediate action required,3.78,16.21,16.46,5.1,1.96,0.0,False,False,False
CUST_04892,Sahil Naidu,Wealth,Completed,BR042,RM_034,195090.77,1,39021.56,5849.12,14,79,0.0,0.0,,,0.0,0.0,,,15,1,34,30.28,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,13.57,4.78,4.87,5.1,1.96,0.0,True,False,False
CUST_04893,Divya Sharma,Mass Retail,Completed,BR002,RM_033,15048.81,1,55840.36,57192.99,14,319,1.0,799185.64,23.0,N,2.0,0.0,4.0,2.5,13,1,55,43.58,Moderate,CREDIT_STRESS,,D: Credit Stress Driven Risk,Credit stress (Max DPD: 23.0),Branch credit review; restructuring eligibility check; RM counseling,5.71,14.62,5.84,11.57,5.84,0.0,False,False,False
CUST_04894,Akash Reddy,Wealth,Completed,BR012,RM_070,1347529.26,1,57296.07,5258045.25,12,217,0.0,0.0,,,0.0,0.0,,,12,0,337,55.72,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 18/25); Declining digital engagement (score: 17/20),Standard monitoring; no immediate action required,14.48,17.64,16.54,5.1,1.96,0.0,True,True,True
CUST_04895,Priya Rao,Mass Retail,,BR001,RM_031,779.76,1,116587.79,11159.5,11,80,1.0,463204.51,2.0,N,4.0,0.0,3.25,6.0,9,0,559,43.79,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 17/20); Service friction (4 complaints, CSAT: 3.25)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.25,4.89,16.74,14.66,4.25,0.0,False,False,False
CUST_04896,Bhavya Kumar,Mass Retail,Completed,BR018,RM_010,76341.29,2,62289.07,99639.26,30,74,1.0,1307550.92,0.0,N,1.0,0.0,4.0,15.0,21,0,196,55.78,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 4.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.51,16.38,15.7,12.23,1.96,0.0,False,True,False
CUST_04897,Kavya Nair,Wealth,Completed,BR014,RM_006,1336954.69,1,42769.93,30808.64,11,311,0.0,0.0,,,0.0,0.0,,,15,2,32,34.88,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,14.48,11.86,1.48,5.1,1.96,0.0,True,False,False
CUST_04898,Sneha Reddy,Mass Retail,Pending,BR038,RM_034,34873.74,2,64355.21,30349.76,19,105,0.0,0.0,,,0.0,0.0,,,14,2,58,30.08,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,7.28,11.81,3.1,5.1,1.96,0.83,False,False,False
CUST_04899,Manish Naidu,Mass Retail,Completed,BR037,RM_010,45930.54,2,99168.34,61762.06,20,369,0.0,0.0,,,0.0,0.0,,,9,0,469,46.57,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 17/20),Standard monitoring; no immediate action required,7.86,14.94,16.71,5.1,1.96,0.0,False,False,False
CUST_04900,Akash Agarwal,Wealth,Completed,BR050,RM_062,129441.53,1,41254.73,13521.97,10,257,0.0,0.0,,,0.0,0.0,,,23,2,53,32.98,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,13.1,9.25,3.57,5.1,1.96,0.0,True,False,False
CUST_04901,Vivek Mehta,Mass Retail,Completed,BR028,RM_017,7279.97,1,14797.39,61125.41,11,152,1.0,1980096.68,0.0,N,2.0,0.0,4.5,6.5,11,2,30,34.28,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,4.51,14.89,1.01,11.91,1.96,0.0,False,False,False
CUST_04902,Ishita Kumar,Mass Retail,Completed,BR047,RM_049,7353.3,1,86534.72,30261.05,10,126,1.0,2451917.85,13.0,N,3.0,0.0,4.33,8.0,24,0,200,50.76,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 16/20); Service friction (3 complaints, CSAT: 4.33); Credit stress (Max DPD: 13.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.52,11.78,15.75,13.17,5.54,0.0,False,True,False
CUST_04903,Priya Patel,Mass Retail,Completed,BR034,RM_013,107501.19,1,59236.32,46766.15,17,192,0.0,0.0,,,1.0,0.0,4.0,2.0,17,3,28,34.79,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,8.67,13.78,0.38,10.0,1.96,0.0,False,False,False
CUST_04904,Ravi Verma,Mass Retail,Completed,BR005,RM_019,33721.63,2,111827.8,19915.21,16,78,2.0,2318671.49,1.0,N,0.0,0.0,,,13,1,43,29.88,Low,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,8.71,6.93,5.1,5.1,4.04,0.0,False,False,False
CUST_04905,Rahul Mehta,Mass Retail,Completed,BR049,RM_081,21113.37,1,28166.66,42533.83,12,262,0.0,0.0,,,2.0,0.0,3.5,3.5,17,2,57,36.92,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (2 complaints, CSAT: 3.5)",Standard monitoring; no immediate action required,5.62,13.34,3.34,12.66,1.96,0.0,False,False,False
CUST_04906,Rahul Desai,Mass Retail,Completed,BR037,RM_055,4237.11,2,56601.69,92735.84,17,273,1.0,1494526.98,9.0,N,1.0,0.0,3.0,10.0,12,0,173,54.77,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 3.0); Credit stress (Max DPD: 9.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.48,16.32,15.4,13.31,5.26,0.0,False,True,False
CUST_04907,Rakesh Sharma,Mass Retail,,BR040,RM_040,2940.24,1,29605.86,42293.59,10,168,1.0,2889193.63,17.0,N,1.0,0.0,3.0,4.0,17,0,359,51.14,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,C: Digital Decline + Service Friction,Declining digital engagement (score: 17/20); Credit stress (Max DPD: 17.0),Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.6,13.31,16.59,11.93,5.71,0.0,False,True,False
CUST_04908,Pooja Naidu,Mass Retail,Pending,BR006,RM_085,3606.2,1,25744.79,11197.98,10,222,0.0,0.0,,,1.0,1.0,3.0,70.0,17,0,226,47.1,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 3.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.99,8.94,15.99,16.39,1.96,0.83,False,False,False
CUST_04909,Sahil Singh,Privileged,Completed,BR038,RM_014,36256.64,1,6067.26,3151304.33,9,284,0.0,0.0,,,1.0,0.0,5.0,12.0,15,0,118,52.52,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 17/25); Declining digital engagement (score: 14/20),Standard monitoring; no immediate action required,9.16,17.44,14.21,9.75,1.96,0.0,False,True,False
CUST_04910,Akash Choudhary,Mass Retail,Completed,BR030,RM_093,1059.32,1,42646.8,40793.48,9,60,1.0,616349.87,5.0,N,0.0,0.0,,,11,0,123,36.24,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 14/20),Standard monitoring; no immediate action required,3.29,8.71,14.37,5.1,4.77,0.0,False,False,False
CUST_04911,Mohan Agarwal,Mass Retail,Completed,BR010,RM_078,3534.47,1,42962.61,41021.65,14,66,0.0,0.0,,,2.0,0.0,3.5,10.0,18,0,128,43.25,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 3.5)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.97,9.64,14.49,14.19,1.96,0.0,False,False,False
CUST_04912,Aarav Patel,Mass Retail,Completed,BR033,RM_096,8466.82,1,46092.71,512.95,4,698,0.0,0.0,,,3.0,1.0,4.0,5.33,22,1,81,37.89,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (3 complaints, CSAT: 4.0)",Standard monitoring; no immediate action required,3.98,8.01,8.28,15.66,1.96,0.0,False,False,False
CUST_04913,Lakshmi Nair,Mass Retail,Completed,BR019,RM_029,11658.27,1,61895.58,13180.54,12,30,1.0,498356.28,0.0,N,2.0,0.0,4.0,2.5,15,0,150,39.09,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,C: Digital Decline + Service Friction,Declining digital engagement (score: 15/20),Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.23,5.35,14.98,11.57,1.96,0.0,False,False,False
CUST_04914,Dev Iyer,Mass Retail,Completed,BR005,RM_011,11934.21,1,11771.39,11633.04,8,178,0.0,0.0,,,2.0,1.0,3.5,35.0,18,0,125,47.09,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 3.5)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.53,8.99,14.41,17.2,1.96,0.0,False,False,False
CUST_04915,Meera Desai,Mass Retail,Completed,BR033,RM_023,88903.3,2,99825.6,131711.92,26,227,0.0,0.0,,,1.0,0.0,3.0,3.0,14,2,30,40.76,Moderate,HIGH_RECENT_OUTFLOW,,B: High Outflow + Weak Supporting Evidence,High recent debit outflow (score: 17/25),Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,8.99,16.93,1.24,11.64,1.96,0.0,False,False,False
CUST_04916,Sahil Kulkarni,Mass Retail,Completed,BR007,RM_007,164068.86,3,190431.98,93124.5,27,114,0.0,0.0,,,0.0,0.0,,,17,0,156,48.88,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),Standard monitoring; no immediate action required,10.38,16.34,15.1,5.1,1.96,0.0,False,False,False
CUST_04917,Ishita Menon,Mass Retail,Completed,BR008,RM_030,10464.87,2,156249.82,55617.0,27,79,0.0,0.0,,,3.0,0.0,5.0,5.67,20,1,86,41.14,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,4.9,14.9,8.49,10.89,1.96,0.0,False,False,False
CUST_04918,Vikas Kulkarni,Mass Retail,Completed,BR011,RM_016,37744.28,2,100250.41,90498.18,23,59,0.0,0.0,,,0.0,0.0,,,19,2,60,30.44,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,7.44,12.31,3.63,5.1,1.96,0.0,False,False,False
CUST_04919,Sneha Kumar,Mass Retail,Completed,BR005,RM_089,9529.23,1,31977.31,40290.49,11,132,0.0,0.0,,,2.0,0.0,3.5,9.0,18,1,73,40.88,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (2 complaints, CSAT: 3.5)",Standard monitoring; no immediate action required,4.15,13.09,7.61,14.07,1.96,0.0,False,False,False
CUST_04920,Mohan Singh,Mass Retail,Completed,BR036,RM_031,785.02,1,37353.45,17995.21,15,560,0.0,0.0,,,0.0,0.0,,,16,1,63,26.2,Low,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,2.5,9.93,6.71,5.1,1.96,0.0,False,False,False
CUST_04921,Akash Naidu,Mass Retail,,BR011,RM_097,56638.18,1,12992.28,5021.97,8,223,1.0,4218054.65,8.0,N,0.0,0.0,,,10,0,136,41.61,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,D: Credit Stress Driven Risk,Declining digital engagement (score: 15/20); Credit stress (Max DPD: 8.0),Branch credit review; restructuring eligibility check; RM counseling,8.41,8.26,14.69,5.1,5.15,0.0,False,False,False
